hardware alarms,cpu errors,low voltage,overheating alarm,fan degradaded,baseband processing fault,synchronization failure,low disk performace,tlpm,tlcm,number of PM,priority,other alarms,failure
1,0,1,0,0,0,0,0,99,90,3,4,0,0
1,0,0,1,1,0,0,0,338,133,1,3,0,0
0,0,1,0,0,0,0,0,15,96,2,3,0,0
0,0,2,1,1,0,0,0,19,209,3,3,0,1
1,0,1,0,0,1,0,0,168,134,2,1,0,1
1,0,1,1,1,0,0,0,39,165,3,4,0,1
1,1,1,4,3,0,0,0,93,135,1,1,0,2
0,0,0,2,2,0,0,0,136,249,2,3,0,0
1,0,2,0,0,0,0,0,83,141,3,4,0,1
2,0,0,3,2,0,2,0,16,162,2,3,0,2
2,0,1,4,3,0,0,0,10,164,1,2,0,3
1,0,1,1,1,0,0,0,128,220,2,3,0,1
0,0,2,0,0,0,0,0,116,236,3,4,0,0
0,0,1,0,0,0,1,0,60,165,2,3,0,0
3,0,1,1,1,3,0,0,164,140,1,1,0,5
1,0,0,2,1,0,0,0,27,250,4,4,0,1
1,0,2,2,2,0,2,0,54,28,1,1,0,2
2,0,3,0,0,0,0,0,110,284,2,3,0,2
0,0,1,1,1,0,0,0,16,91,4,4,0,0
1,0,1,0,0,2,0,0,143,106,1,1,0,2
0,0,1,2,2,0,0,0,32,152,3,3,0,1
2,0,2,2,2,0,0,0,16,179,2,3,0,2
0,0,4,1,0,0,0,0,290,141,1,1,0,1
0,0,2,1,0,1,0,0,207,131,1,2,0,2
0,0,2,1,0,0,0,0,11,55,1,1,0,1
1,0,1,1,1,0,0,0,93,98,1,1,0,1
1,0,3,0,0,0,0,0,121,31,1,1,0,1
0,0,1,3,2,0,0,0,43,90,3,2,0,1
2,0,1,4,2,0,0,0,116,148,3,3,0,2
1,0,0,2,1,0,0,0,13,14,1,3,0,1
1,0,2,1,1,0,0,0,88,151,2,3,0,1
1,0,1,1,1,0,0,0,51,164,3,3,0,1
0,0,2,2,2,0,0,0,266,9,1,3,2,2
1,0,4,1,0,2,0,0,164,106,1,1,0,4
2,0,3,2,2,0,0,0,118,218,2,3,0,2
1,0,2,3,2,0,0,0,142,54,1,1,2,3
2,0,1,1,0,0,0,0,201,90,1,2,2,2
1,0,0,0,0,0,0,0,11,123,4,4,0,0
1,0,4,0,0,0,0,0,69,97,1,2,1,2
2,0,1,0,0,0,0,0,65,193,3,2,0,1
2,0,3,1,1,2,0,0,354,119,1,2,0,4
1,0,1,1,1,1,0,0,159,17,1,2,0,2
0,0,0,1,1,0,0,0,88,200,4,4,0,0
1,0,2,0,0,0,0,0,12,227,3,4,0,1
0,0,1,3,2,0,0,0,140,244,2,3,0,1
2,0,3,0,0,0,0,0,119,110,3,4,0,2
0,0,0,1,1,0,0,0,95,231,2,3,1,0
0,0,0,0,0,0,0,0,84,177,3,2,0,0
1,0,3,3,2,0,0,0,271,44,1,2,0,2
0,0,1,3,3,2,0,0,146,139,2,3,0,3
0,0,2,0,0,0,0,0,248,50,1,3,0,0
0,0,1,0,0,0,0,0,85,24,1,3,0,0
1,0,1,2,2,1,0,0,41,62,1,2,0,2
3,0,4,0,0,0,0,0,38,72,1,1,0,2
0,0,1,3,3,0,0,0,39,33,4,4,0,1
0,2,3,3,3,0,0,0,348,240,1,2,0,2
0,0,2,1,1,0,0,0,46,199,4,4,0,1
3,0,1,2,2,2,0,0,194,68,1,1,0,4
2,0,3,2,2,0,0,1,12,206,3,4,0,3
1,0,2,3,3,0,0,0,42,149,1,2,2,3
1,0,1,0,0,0,0,0,96,225,3,4,0,0
0,0,1,0,0,0,0,0,114,144,1,1,3,1
2,0,4,1,1,0,0,0,199,117,1,2,0,2
2,0,2,1,0,3,2,0,187,165,1,2,0,5
1,0,1,0,0,0,0,0,72,58,3,3,0,0
0,0,0,2,2,0,0,0,162,218,2,3,0,0
0,0,2,1,1,1,0,0,194,38,1,2,0,2
1,2,1,3,3,0,0,0,152,91,1,3,0,2
2,0,2,0,0,0,0,0,24,80,3,4,0,1
3,0,4,1,1,0,0,0,260,101,1,1,0,3
0,0,0,2,1,0,0,0,88,139,2,3,0,0
0,0,2,2,2,1,0,1,178,190,2,3,0,2
0,0,4,2,1,0,0,0,25,180,2,3,0,2
1,0,0,4,2,0,1,0,231,135,1,2,0,2
0,0,0,2,2,0,0,0,30,125,4,4,0,0
0,0,0,0,0,2,1,0,98,204,3,2,0,2
1,0,1,0,0,0,0,0,53,170,3,4,0,0
1,1,2,4,2,0,0,0,211,91,1,2,1,3
1,0,3,1,0,2,0,0,279,128,1,1,0,3
1,0,3,0,0,0,0,0,89,208,3,4,0,1
2,0,4,3,3,3,1,0,144,81,1,1,0,6
0,0,1,1,0,0,0,0,32,205,3,3,0,0
1,0,1,3,2,0,0,0,76,31,2,3,2,2
0,0,1,0,0,2,0,0,65,90,3,4,0,2
2,0,1,1,0,0,0,0,10,189,4,4,0,1
3,0,2,0,0,0,1,0,67,42,1,2,0,2
1,0,2,2,2,0,0,0,75,85,1,1,0,2
1,0,2,2,1,0,0,0,124,127,1,2,4,3
0,0,1,0,0,1,0,0,342,90,1,1,1,1
0,0,0,0,0,0,0,0,197,185,1,3,0,0
0,0,1,2,2,0,0,0,196,64,1,1,0,1
2,0,4,0,0,0,0,0,65,153,1,1,0,2
1,0,1,0,0,0,0,0,12,201,2,2,0,0
2,0,4,0,0,1,0,0,87,127,1,2,0,3
1,0,3,0,0,1,0,0,39,173,3,3,0,2
0,0,1,0,0,1,0,0,357,121,1,2,0,1
0,0,1,1,1,0,0,0,28,98,2,3,0,0
1,0,2,2,2,1,0,0,272,206,1,1,0,3
1,0,1,1,1,0,0,0,36,63,2,2,0,1
1,0,1,2,1,3,0,0,147,67,1,2,0,4
1,0,2,2,1,0,0,0,172,100,2,3,0,1
0,0,4,0,0,0,0,0,28,105,2,1,0,1
1,0,1,1,1,0,1,0,64,194,3,3,0,1
1,0,3,3,3,1,0,0,109,107,1,3,0,3
2,0,4,4,3,0,0,0,54,212,2,3,0,4
3,0,2,3,3,1,0,0,130,110,1,1,0,4
3,0,4,1,1,2,0,0,73,98,1,2,0,5
1,0,4,1,1,2,0,0,339,117,1,2,0,4
0,0,2,1,1,0,0,0,354,37,1,2,0,1
1,0,3,0,0,0,0,0,53,90,2,2,0,1
1,0,1,0,0,0,0,0,11,204,3,4,0,0
0,0,0,0,0,0,0,0,130,175,2,3,1,0
1,0,1,0,0,0,0,0,28,211,3,4,0,0
0,0,2,1,1,0,0,0,82,213,3,3,0,1
1,0,1,3,3,0,0,0,14,147,2,2,0,2
0,0,0,3,3,0,0,0,48,167,3,4,0,1
2,0,2,0,0,0,0,0,63,197,2,2,0,1
1,0,2,2,2,1,0,0,215,115,1,1,0,3
1,0,3,0,0,0,0,2,67,147,2,3,0,2
0,0,4,1,1,0,0,0,184,35,1,2,0,1
1,0,1,0,0,0,0,0,53,207,3,4,0,0
2,0,3,3,3,1,0,0,180,74,1,3,0,4
1,0,2,4,3,3,0,0,80,41,1,2,0,5
1,0,0,4,2,1,0,0,85,71,2,2,0,3
2,0,1,2,1,0,0,0,90,160,2,3,0,2
0,0,1,3,3,0,0,0,76,161,2,3,0,1
0,0,0,0,0,0,0,0,68,154,2,3,0,0
2,0,4,1,1,0,0,0,69,138,2,2,0,2
1,0,3,1,1,0,0,0,253,99,1,2,0,1
2,0,0,2,2,0,0,0,33,114,2,3,0,1
0,0,0,0,0,0,0,0,75,194,2,2,1,0
1,0,4,1,0,0,0,0,116,141,2,3,0,2
0,0,4,0,0,0,0,0,136,160,2,3,0,1
2,0,2,4,2,0,0,0,54,127,2,2,0,3
3,0,2,1,0,0,0,0,93,48,1,1,1,2
2,0,2,0,0,0,0,0,45,56,2,3,0,1
0,0,1,1,0,0,0,0,77,167,3,2,0,0
1,0,2,0,0,0,0,0,67,36,1,3,0,1
1,0,2,0,0,0,0,1,131,220,1,1,2,2
1,0,2,2,2,1,0,0,300,51,1,1,0,3
3,0,1,1,1,0,0,0,178,58,1,2,0,2
1,0,1,3,2,0,0,0,178,216,2,3,0,2
1,2,2,4,2,0,0,0,119,121,1,1,0,3
2,0,2,1,1,0,0,0,200,169,1,3,0,2
1,0,1,1,1,0,0,0,35,331,4,4,0,1
0,0,4,1,1,0,0,0,81,99,2,3,0,1
2,0,1,2,1,0,0,0,223,135,1,3,0,2
2,0,1,3,3,2,1,1,156,103,2,2,0,5
1,0,2,2,1,0,0,0,20,110,1,1,0,1
0,0,2,1,1,2,0,0,162,135,1,2,0,3
1,0,1,2,2,0,0,0,25,60,2,1,0,1
0,0,1,0,0,0,2,0,91,73,1,2,0,0
1,0,2,1,1,0,0,0,44,154,2,3,0,1
0,0,0,1,1,0,0,0,232,104,1,2,0,0
0,0,3,0,0,2,0,0,59,205,3,4,0,3
1,0,0,3,3,0,0,0,149,33,2,2,0,1
3,0,1,0,0,0,0,0,268,143,1,1,0,1
2,0,1,0,0,2,0,0,127,275,2,3,0,3
1,0,4,1,1,0,0,0,85,64,1,2,0,2
0,0,2,2,2,2,0,0,135,132,1,2,0,3
2,0,0,1,1,1,0,2,198,70,1,3,0,2
2,0,3,2,1,0,0,0,22,153,3,4,0,2
2,1,2,2,2,0,0,0,32,73,2,3,0,2
1,0,4,3,3,1,0,1,37,96,1,2,3,5
0,0,1,0,0,0,0,0,107,96,3,4,0,0
1,0,3,0,0,0,0,0,232,208,1,1,0,1
2,0,4,1,1,0,0,0,80,118,2,2,0,2
2,0,2,1,1,0,0,0,161,148,1,2,0,2
1,0,1,2,2,0,0,0,17,182,2,4,1,2
1,0,1,1,1,0,0,0,249,136,1,1,0,1
1,0,3,3,3,0,0,0,330,98,1,3,0,2
0,0,0,1,1,0,1,0,13,193,3,3,0,0
0,0,2,1,1,0,0,0,78,177,1,1,0,1
0,0,0,3,3,0,0,0,28,161,2,3,0,1
1,0,0,0,0,0,0,0,25,97,4,4,0,0
0,0,1,0,0,0,0,0,31,117,2,3,0,0
0,0,4,1,1,0,0,0,26,100,1,1,1,2
1,0,1,2,1,0,0,0,11,170,3,3,0,1
2,1,3,2,1,0,0,0,121,27,1,2,0,2
0,0,1,1,0,0,0,0,88,214,4,4,0,0
2,1,1,1,1,0,0,0,52,131,1,3,0,1
2,0,2,0,0,0,0,1,11,149,1,1,0,1
0,0,4,0,0,0,0,0,121,100,2,3,0,1
0,0,0,2,2,0,0,0,50,148,2,3,0,0
2,0,1,1,0,0,0,0,78,208,3,2,0,1
2,0,2,2,1,0,0,0,141,53,1,3,0,2
1,0,1,1,1,0,1,1,91,90,3,2,0,1
1,0,1,2,2,2,0,0,143,101,1,1,0,3
0,0,1,0,0,0,0,0,47,185,4,4,0,0
0,0,3,0,0,0,0,0,140,142,1,2,0,1
1,0,2,0,0,0,0,0,146,200,1,2,0,1
3,0,2,1,1,1,0,0,176,93,1,1,0,3
1,0,1,1,1,0,0,0,63,221,3,3,0,1
1,0,1,0,0,2,0,0,88,175,3,4,0,2
0,0,1,2,2,0,0,0,163,122,2,2,0,1
1,0,0,1,0,0,0,0,88,176,3,4,0,0
0,0,3,0,0,2,1,1,195,117,1,2,0,3
0,0,2,3,3,0,0,0,355,175,1,2,0,2
1,0,3,2,1,1,0,0,279,105,1,2,2,3
1,0,1,1,1,3,0,0,111,53,1,2,0,4
1,0,1,0,0,1,0,0,109,121,2,3,2,2
0,0,3,0,0,1,1,0,200,60,1,2,3,3
2,0,1,1,1,2,1,0,69,147,1,1,4,5
0,0,2,1,1,0,0,0,103,209,3,3,0,1
0,0,2,0,0,2,0,1,118,126,1,2,1,3
0,0,3,2,2,0,0,0,19,149,1,2,1,2
1,0,4,1,1,0,0,2,86,122,1,1,0,2
2,0,3,1,1,0,0,0,84,160,2,1,0,2
0,0,2,0,0,0,0,0,35,55,2,3,0,0
2,0,3,2,2,1,0,0,70,149,2,2,2,4
0,0,1,1,0,0,0,0,10,208,4,4,0,0
1,0,0,2,2,0,0,0,120,224,2,1,0,1
2,0,2,0,0,0,0,0,112,204,3,4,0,1
0,0,1,0,0,0,0,0,169,38,2,1,0,0
1,0,4,5,3,0,0,0,201,88,1,1,1,4
1,0,4,1,1,1,0,0,347,73,1,1,0,3
2,0,2,2,1,0,0,0,77,162,2,3,0,2
1,0,3,5,3,0,0,0,220,50,1,2,0,3
0,0,1,4,3,0,0,0,255,105,1,2,0,2
1,0,1,0,0,0,0,1,35,95,3,4,0,1
1,0,1,1,1,0,0,1,109,178,3,3,0,1
1,0,2,2,2,0,0,0,47,132,3,4,0,2
0,0,1,1,1,0,0,0,24,244,4,4,0,0
0,0,0,0,0,0,0,0,92,102,1,2,0,0
0,0,0,2,2,0,0,0,19,135,3,3,0,0
2,0,2,3,3,0,0,0,213,176,1,1,0,3
1,0,2,2,2,0,0,0,119,24,1,2,0,2
1,0,1,2,2,0,0,0,95,122,2,3,1,2
0,0,0,1,0,0,0,0,16,136,2,3,0,0
1,0,2,2,1,1,0,0,356,183,1,1,0,2
1,0,3,2,2,2,0,0,27,88,1,1,0,4
2,0,1,1,1,0,0,0,115,118,2,3,0,1
1,0,4,1,1,0,0,0,133,191,2,3,0,2
0,0,1,0,0,0,0,0,154,168,2,3,0,0
1,0,3,2,2,0,0,0,73,43,1,2,0,2
2,0,3,2,2,0,0,0,187,192,1,3,0,2
1,0,4,1,1,0,0,0,23,149,2,3,0,2
2,0,1,1,1,0,0,0,329,60,1,1,0,1
1,0,4,2,2,0,0,0,184,39,1,1,0,2
2,0,0,1,0,0,0,0,347,159,1,3,0,1
0,0,1,2,1,0,0,0,110,170,3,4,0,1
0,0,3,4,3,0,0,0,21,71,2,3,0,2
0,0,2,2,1,0,0,1,82,209,2,2,0,1
1,0,2,2,2,0,0,0,18,73,2,3,0,2
0,0,1,4,3,1,0,0,146,49,1,2,2,3
0,0,0,0,0,0,0,0,99,33,3,3,0,0
1,0,1,2,1,0,0,0,291,123,1,2,0,1
0,0,1,0,0,0,0,0,109,183,1,1,0,0
0,0,2,1,1,0,0,0,38,160,1,3,0,1
3,0,4,1,0,0,0,0,351,207,1,3,0,3
0,0,0,1,1,0,1,0,37,199,4,4,0,0
1,0,0,3,2,0,0,0,145,206,2,3,0,1
1,0,0,1,1,1,0,0,66,196,3,2,0,1
2,0,0,3,3,0,0,0,270,178,1,3,0,2
0,0,0,0,0,0,0,0,36,183,3,2,1,0
1,0,1,1,0,0,0,0,181,48,1,3,0,1
1,0,0,1,1,0,0,0,91,198,3,3,0,0
2,0,1,2,2,0,0,0,168,114,2,3,0,2
1,0,2,5,3,0,0,0,323,107,1,1,2,3
1,0,4,1,1,1,0,0,11,175,2,3,0,3
1,0,3,1,1,0,0,1,62,169,3,3,1,2
1,0,3,1,0,0,0,0,35,200,2,3,0,1
2,0,2,0,0,0,0,0,207,83,1,1,0,1
2,0,1,0,0,0,0,0,78,98,2,3,1,1
1,0,1,1,1,0,0,0,119,157,3,4,0,1
0,0,2,1,1,0,0,0,56,176,2,3,0,1
1,0,3,0,0,0,0,0,93,190,1,1,0,1
2,0,0,4,3,0,0,0,98,149,3,4,0,2
2,0,1,0,0,0,0,0,23,159,1,3,0,1
0,0,1,0,0,0,0,0,128,128,2,2,0,0
0,0,1,1,1,0,0,0,30,247,3,3,0,0
2,0,1,0,0,0,0,0,54,269,4,4,0,1
0,0,0,2,2,0,0,0,38,182,1,1,0,0
1,0,2,1,1,0,0,0,137,103,2,3,0,1
2,0,1,1,1,2,0,0,87,182,2,3,0,3
1,0,2,0,0,0,1,0,27,197,3,4,0,1
0,0,1,1,0,0,0,0,44,60,1,1,0,0
1,0,2,0,0,0,0,0,229,56,1,3,0,1
3,0,1,3,3,0,0,0,87,86,1,3,0,3
3,0,2,1,1,1,0,0,158,90,1,3,2,4
0,0,1,1,1,0,0,0,56,250,3,4,0,0
0,0,2,1,1,0,0,0,108,148,3,3,0,1
1,0,0,1,1,0,0,0,34,223,3,3,0,0
0,0,1,1,0,0,0,0,175,227,2,3,0,0
2,0,0,2,2,0,0,0,84,60,1,1,1,2
1,0,0,0,0,0,0,0,74,206,3,4,0,0
0,0,2,0,0,0,0,0,104,87,2,3,0,0
0,0,3,1,1,0,0,0,321,155,1,1,0,1
0,0,0,0,0,0,0,0,39,80,4,4,0,0
1,0,3,1,1,0,0,0,32,223,2,3,0,1
1,0,1,2,2,0,0,0,148,134,2,3,1,2
1,0,1,1,1,0,0,0,166,97,2,1,0,1
2,0,0,1,1,0,0,0,77,198,2,3,0,1
1,0,0,1,1,0,0,0,81,179,2,2,2,1
0,0,0,2,2,0,0,0,77,237,4,4,0,0
0,0,1,0,0,0,0,0,89,153,1,1,0,0
1,0,2,1,1,0,0,0,167,236,2,2,0,1
2,0,4,0,0,0,0,0,110,22,1,1,0,2
0,0,2,0,0,0,0,0,130,139,1,1,0,0
0,0,0,0,0,0,0,0,64,107,3,2,0,0
2,0,0,2,2,0,0,0,160,219,2,3,0,1
0,0,1,0,0,0,0,0,20,175,3,2,0,0
1,1,0,0,0,0,0,0,76,180,3,2,0,0
2,0,1,2,2,0,0,0,159,149,2,4,0,2
1,0,4,1,1,2,0,0,158,115,2,3,0,4
1,0,1,1,1,1,0,0,82,255,3,4,0,2
1,0,3,1,1,0,0,0,332,190,1,2,0,1
1,0,2,2,2,1,0,0,160,19,1,1,0,3
1,0,3,2,2,0,0,0,133,167,2,4,0,2
1,0,3,0,0,0,0,0,335,87,1,1,0,1
1,0,2,1,0,0,0,2,47,151,3,3,0,2
0,0,2,1,0,0,0,0,66,252,3,4,0,1
0,1,3,0,0,0,0,0,55,222,2,3,2,1
0,0,2,1,0,0,0,1,102,61,2,3,0,1
2,0,1,2,2,1,0,0,223,148,1,2,0,3
1,0,2,3,2,0,0,0,68,165,3,2,0,2
3,0,4,1,1,2,0,0,182,8,1,1,0,5
2,0,0,1,0,1,0,0,291,97,1,2,0,2
2,0,1,1,1,0,0,0,95,197,2,3,1,2
1,0,1,0,0,1,0,0,266,73,1,2,0,1
1,0,1,1,1,0,0,0,26,72,4,4,0,1
0,0,1,0,0,0,0,0,31,314,4,4,0,0
0,0,4,0,0,0,0,0,28,211,2,2,0,1
0,0,1,3,3,0,0,0,30,57,3,3,0,1
0,0,0,1,0,0,0,0,81,125,3,4,0,0
0,0,0,1,0,0,0,0,11,186,2,3,0,0
0,0,3,4,2,0,0,0,15,69,1,2,0,2
0,0,0,0,0,0,0,0,63,166,4,4,0,0
0,0,1,2,2,0,0,0,67,44,2,3,0,1
1,0,1,0,0,1,1,0,123,52,1,3,0,2
0,0,3,2,1,0,0,0,19,135,3,3,0,1
1,0,2,3,3,0,0,0,51,51,1,2,0,2
2,0,2,1,1,0,0,0,252,100,1,3,0,2
1,0,1,0,0,1,0,1,183,46,1,2,0,2
0,0,1,0,0,0,0,0,73,178,2,3,3,1
0,0,2,1,1,0,0,0,132,202,2,2,0,1
0,0,0,0,0,0,0,0,87,129,2,3,0,0
0,0,1,1,1,0,0,0,84,191,2,2,0,0
2,0,1,1,0,0,0,0,70,230,4,4,0,1
0,0,2,0,0,0,0,0,222,159,1,1,0,0
1,0,2,2,2,0,0,0,59,108,2,3,4,3
1,0,0,0,0,0,0,0,58,149,4,4,0,0
1,0,0,1,1,0,0,1,26,149,3,4,0,1
3,0,2,2,1,0,0,0,182,72,1,3,0,2
0,0,1,2,2,0,0,0,183,99,1,3,0,1
1,0,2,2,2,0,0,0,139,41,1,2,0,2
0,0,0,2,1,0,0,2,110,135,3,4,0,1
2,0,3,1,1,2,0,0,242,54,1,3,0,4
0,0,1,0,0,0,0,0,107,48,1,3,0,0
0,0,0,0,0,0,0,0,137,187,2,3,0,0
1,0,2,1,1,1,0,2,58,161,3,4,0,3
0,0,0,0,0,0,0,0,35,176,2,3,0,0
1,0,2,3,3,0,0,0,132,170,1,1,0,2
2,0,2,0,0,0,0,0,257,57,1,1,0,1
1,0,3,2,1,0,0,0,16,238,2,3,0,2
0,0,1,0,0,0,0,0,91,164,2,3,0,0
0,0,2,1,0,0,0,0,152,42,1,3,1,1
0,1,3,3,3,0,0,0,228,123,1,2,0,2
2,1,3,4,3,1,0,0,78,8,1,1,0,4
2,0,0,2,2,0,0,0,68,179,3,4,0,1
3,0,0,2,2,2,2,1,200,136,1,2,0,5
1,0,3,0,0,0,0,0,306,107,1,2,1,1
1,0,4,0,0,0,0,0,125,181,2,2,0,1
1,0,1,0,0,0,0,0,113,70,1,1,2,1
0,0,1,0,0,0,0,0,16,284,4,4,0,0
1,0,1,0,0,0,0,0,43,296,4,4,0,0
1,0,3,4,3,0,0,0,320,160,1,1,1,3
1,0,3,0,0,0,0,0,35,25,1,1,0,1
3,0,1,1,1,2,0,2,227,67,1,2,0,4
1,0,2,1,1,0,1,0,87,168,3,4,0,1
1,0,1,1,1,0,0,0,96,21,1,2,0,1
1,0,0,0,0,0,0,0,49,57,4,4,0,0
2,0,0,0,0,0,0,0,97,122,2,2,0,1
0,0,3,1,1,0,0,0,173,94,1,2,0,1
0,0,1,0,0,0,0,1,44,99,4,4,0,0
1,0,1,3,3,0,0,0,246,132,1,3,0,2
0,0,1,0,0,2,0,1,89,216,2,2,0,2
2,0,0,0,0,1,2,1,35,165,1,2,1,3
1,0,1,0,0,1,0,0,66,50,2,3,0,1
0,0,1,1,1,0,0,0,15,190,3,2,0,0
1,0,0,4,3,0,0,0,277,109,1,1,0,2
1,0,2,1,1,0,0,0,40,25,1,2,0,1
3,0,1,4,3,0,1,0,307,16,1,3,0,3
3,0,3,4,3,0,0,0,327,88,1,2,1,4
2,0,4,3,3,0,0,0,90,97,1,1,0,3
2,0,2,2,2,0,0,0,241,113,1,2,0,2
1,1,0,2,1,0,0,0,41,189,3,4,0,1
0,0,0,1,0,0,0,0,57,163,3,4,0,0
1,0,3,0,0,0,0,0,70,51,1,2,4,2
0,0,1,2,2,0,0,0,40,124,1,2,0,1
2,0,1,3,3,2,0,0,168,66,1,2,0,4
0,0,1,1,1,0,0,1,39,124,4,4,0,1
2,0,1,0,0,0,0,0,30,173,3,3,0,1
2,0,1,0,0,0,0,0,76,110,4,4,0,1
1,0,0,0,0,0,1,0,19,204,3,4,0,0
1,0,0,2,1,0,0,0,12,136,2,4,0,1
1,0,1,0,0,0,0,0,15,161,3,4,0,0
1,0,2,5,3,0,0,0,269,141,1,3,0,3
1,0,1,3,3,1,0,0,250,112,1,1,0,3
2,0,1,1,0,0,0,0,53,45,2,3,0,1
1,0,0,1,1,1,0,1,92,114,3,4,0,2
0,0,0,1,1,0,0,0,107,131,2,3,0,0
1,0,0,3,2,0,0,0,122,48,2,2,0,1
1,0,1,0,0,0,0,0,61,222,4,4,0,0
0,0,1,1,1,0,0,0,10,325,4,4,0,0
2,0,1,0,0,0,0,0,67,85,4,4,0,1
0,0,2,1,1,1,0,0,12,80,2,3,0,2
1,0,1,0,0,0,0,0,81,204,3,4,0,0
1,0,1,1,1,0,0,0,239,94,1,2,2,1
1,0,1,3,3,0,0,0,123,80,1,3,2,2
1,0,2,0,0,0,0,0,24,243,4,4,0,1
0,0,3,1,0,0,0,0,110,106,3,4,0,1
0,0,3,1,1,0,0,0,34,137,3,4,0,1
1,0,1,1,1,0,0,0,88,212,3,3,0,1
0,0,3,2,2,1,0,0,64,85,1,3,0,2
2,0,0,2,2,0,0,0,233,149,1,2,0,1
2,0,0,0,0,0,0,0,256,106,1,2,0,1
0,0,1,1,1,0,1,0,16,161,3,4,0,1
2,0,1,0,0,0,0,0,130,83,1,3,0,1
3,0,2,1,0,0,0,0,212,74,1,2,0,2
0,0,3,1,1,0,0,0,26,111,1,2,0,1
2,0,1,3,3,0,0,0,271,140,1,1,0,2
0,0,1,2,2,0,0,0,250,80,1,1,0,1
1,0,2,0,0,0,0,0,15,81,3,3,0,1
1,0,4,2,2,3,0,0,43,156,1,2,0,5
2,2,3,3,3,0,0,0,138,108,1,2,0,3
1,0,1,2,1,0,0,0,53,216,3,4,0,1
1,0,4,1,1,0,0,1,354,128,1,1,0,2
0,0,1,1,0,0,0,0,86,228,4,4,0,0
1,0,3,3,3,0,0,0,336,39,1,2,4,4
0,0,2,1,0,0,0,0,17,172,3,4,0,1
0,0,2,3,2,0,0,0,10,142,3,4,0,1
0,0,1,0,0,0,0,0,133,116,2,3,0,0
1,0,2,2,1,2,0,0,341,36,1,1,0,3
0,0,1,1,1,0,0,0,106,117,3,3,0,0
2,0,0,1,1,0,0,0,45,205,3,2,0,1
0,0,2,1,0,0,0,0,198,68,1,2,0,1
1,0,3,0,0,0,0,0,58,119,2,3,0,1
0,0,1,1,1,1,0,0,35,176,3,3,0,1
1,0,2,1,0,0,0,0,50,195,2,2,0,1
2,0,0,0,0,0,0,0,244,179,1,2,0,1
2,0,1,3,2,2,0,0,283,130,1,2,0,4
1,0,1,0,0,0,0,0,117,48,1,1,0,0
1,0,2,1,1,0,0,0,100,120,2,3,0,1
2,0,0,2,2,0,0,0,138,99,2,4,0,1
2,0,2,2,2,0,0,0,175,92,1,1,0,2
2,0,1,1,1,1,0,0,141,219,2,3,0,2
0,0,0,0,0,0,0,0,121,168,2,3,0,0
0,0,2,1,1,0,0,0,232,75,1,3,0,1
3,0,0,3,3,0,0,0,224,52,1,2,0,2
0,0,1,0,0,0,0,0,248,202,1,2,0,0
1,0,1,2,1,0,0,0,165,181,2,2,0,1
1,0,2,1,1,2,0,0,32,91,3,4,0,3
1,1,2,2,1,0,0,0,13,169,3,4,0,2
1,0,0,0,0,0,0,0,95,173,3,4,0,0
1,0,1,1,0,0,0,0,21,165,2,2,0,1
1,0,1,0,0,0,0,0,178,41,2,2,0,0
1,0,3,1,1,0,0,0,337,92,1,2,1,2
1,0,4,3,2,2,0,0,111,246,2,3,0,5
1,0,1,0,0,0,0,0,110,123,1,2,0,0
2,0,1,0,0,0,0,0,130,149,1,3,0,1
1,0,1,1,1,2,0,0,159,159,2,3,0,3
2,0,3,3,2,0,0,0,108,156,2,3,2,3
0,0,2,4,3,2,0,0,100,67,1,1,0,4
0,1,0,4,3,1,0,0,217,105,1,2,0,2
0,0,2,1,0,0,0,0,156,71,1,3,0,1
0,0,4,2,1,2,0,0,346,121,1,3,1,4
0,0,1,3,3,0,0,0,221,85,1,2,0,1
0,0,0,2,2,0,0,0,153,175,2,3,4,2
0,0,1,1,1,0,0,0,87,222,4,4,0,0
1,0,0,0,0,0,0,0,162,138,2,3,4,1
1,0,1,2,1,0,0,0,47,217,3,4,0,1
2,0,1,1,1,0,0,0,90,169,3,4,0,1
1,0,0,1,1,0,0,0,123,165,1,2,0,0
0,0,1,3,3,0,0,0,117,142,1,2,0,1
0,0,2,0,0,0,0,0,29,100,2,4,0,0
0,0,0,0,0,3,2,0,33,146,1,2,0,3
1,0,2,1,1,0,0,0,222,107,1,1,0,1
1,0,3,2,2,0,0,0,190,75,1,3,0,2
1,0,2,2,1,0,0,1,95,197,2,2,0,2
1,0,2,0,0,0,0,0,134,138,2,1,1,1
0,0,4,1,1,0,0,0,42,96,2,4,0,1
0,0,1,0,0,0,0,0,27,177,2,2,0,0
1,0,2,2,1,0,0,0,113,76,3,4,0,1
2,0,1,1,1,0,0,0,174,72,2,2,0,1
2,0,3,0,0,0,0,0,110,25,1,1,0,2
1,0,1,1,0,0,0,0,37,117,3,4,0,1
1,0,2,1,1,0,0,0,314,74,1,2,0,1
1,0,0,0,0,0,0,0,87,139,3,4,0,0
2,0,0,1,1,2,0,0,308,75,1,2,3,4
1,0,1,2,2,0,0,0,36,190,2,3,0,1
2,0,2,1,0,0,0,0,213,136,1,1,0,2
2,0,0,2,2,0,0,0,25,61,2,2,0,1
1,0,1,1,1,0,0,0,125,107,2,3,0,1
1,1,0,1,1,1,0,0,47,162,3,4,0,2
0,0,0,0,0,0,0,0,66,221,4,4,0,0
2,0,0,0,0,0,0,0,79,302,4,4,0,1
